submission_id,QUD,RT,age,comments,condition,education,endTime,experiment_id,gender,languages,optionLeft,optionRight,prolific_id,question,response,startDate,startTime,timeSpent,trial_name,trial_number
8184,"<i>Context:</i><br /> The police received an anonymous tip that a\n                  known terror group has planned an attack. They are\n                  trying to determine when the attack might take\n                  place. They know that large-scale attacks mostly\n                  take place during morning rush hours.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If the group wants to kill a great many\n                  people, the attack will take place during morning\n                  rush hours.",36534,43,,II,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,6,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,1
8184,"<i>Context:</i><br /> You know that Tom and Hank recently had\n                  a flaming row which, you think, ended their friendship for good. Now a friend tells you that she thinks\n                  she just saw Tom and Hank jogging together. She\n                  may well be mistaken, but you think:\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If Tom and Hank are jogging together\n                  again, they are friends again.",21349,43,,AI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,6,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,2
8184,"<i>Context:</i><br /> Nelly lives on the sixth floor of an apartment building. The elevator has been broken since\n                  earlier this morning. A good friend of Nelly’s who\n                  lives on the third floor of the same building hears\n                  someone rushing down the stairs. She knows that\n                  Nelly is not very sports-loving. She therefore thinks:\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If that’s Nelly rushing down the stairs,\n                  then she is in a hurry.",25535,43,,AI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,7,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,3
8184,"<i>Context:</i><br /> Matt reads about a case of arson in the\n                  newspaper. The police have a suspect in custody.\n                  Arson is punished by imprisonment. He thinks:\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If the suspect is found guilty, he or she\n                  will go to prison.",23789,43,,DI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,6,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,4
8184,"<i>Context:</i><br /> Judy is waiting for the train. She is looking\n                  for her iPod to listen to some music while she waits.\n                  It is not in her coat. Yet she is sure that she took it\n                  this morning. Perhaps it is in her bag. Then she sees\n                  that the zipper of her bag is open. She cannot\n                  remember that she opened it. At that moment there\n                  is an announcement that pickpockets are active in\n                  the train station.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If Judy’s iPod is not in her bag, then\n                  someone has stolen it.",28719,43,,AI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,3,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,5
8184,"<i>Context:</i><br /> All students in class 6C have at least a B for their math test paper.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If Ben is in class 6C, then he has at least a B for his math test paper.",25116,43,,DI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,7,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,6
8184,"<i>Context:</i><br /> Every student that has less than a C for the\n                  exam is required to retake the exam.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If my classmate Joan has less than a C\n                  for her exam, she is required to retake the exam.",16805,43,,DI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,7,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,7
8184,"<i>Context:</i><br /> A pharmaceutical company unexpectedly\n                  got into financial trouble. They had to cut many jobs\n                  and decided to fire most employees above fifty.\n                  Mark is an employee of this company.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If Mark is above 50, he has been fired.",20728,43,,II,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,4,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,8
8184,"<i>Context:</i><br /> Someone tells you that a nearby village has\n                  been flooded. You doubt that this is true, but if it is,\n                  then the most likely cause of the flooding is the\n                  breaking of the dam.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If the village has been flooded, the dam\n                  is broken.",11735,43,,AI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,3,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,9
8184,"<i>Context:</i><br /> Two friends are wondering whether Cynthia\n                  passed the exam. They know that it was an absolute\n                  requirement for the exam to hand in a thesis before\n                  the end of the semester.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If Cynthia did not hand in her thesis\n                  before the end of the semester, she failed.",15669,43,,DI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,6,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,10
8184,"<i>Context:</i><br /> You are employed at the incident room of a\n                  company that guards all banks and other financial\n                  institutions in the neighborhood. You were told that\n                  false alarms are not rare, and that the local bank has\n                  a particularly bad reputation in this respect: the\n                  majority of their alarms are false. Suddenly there is\n                  an alarm. You say to your colleague:\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If this alarm is from the local bank, it is\n                  false.",23519,43,,II,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,1,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,11
8184,"<i>Context:</i><br /> Most miners develop silicosis, a disease\n                  caused by inhaling fine dust for a prolonged period\n                  of one’s life.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If Rudolph has worked in the mines for\n                  all his life, then he has developed silicosis.",18701,43,,II,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,1,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,12
8184,"<i>Context:</i><br /> All white cats possess a gene that predisposes them to develop blindness late in \n                  their lives.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If Paul’s kitten is white, then it possesses\n                  a gene that predisposes it to develop blindness late\n                  in its life.",13307,43,,DI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,6,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,13
8184,"<i>Context:</i><br /> Mary invited archenemies Betty and Chris\n                  to her party tonight. She does not expect Chris to\n                  come; he does not seem to be very fond of parties.\n                  On the other hand, she knows that Chris likes to irritate Betty.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If Chris comes to the party, then he\n                  wants to irritate Betty tonight.",19394,43,,AI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,4,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,14
8184,"<i>Context:</i><br /> In the football competition, a won match yields three points.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If Anderlecht is seven points ahead of Club Brugge, and there are only two \n                  matches to go in this year’s competition, then Club Brugge cannot become champion this year.",90622,43,,DI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,1,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,15
8184,"<i>Context:</i><br /> Pete had to play the finals of a tennis tournament earlier today. Two friends of his, who do not\n                  yet know the result of the match, are walking to\n                  Pete’s house. From a distance, it seems to them that\n                  there is a party going on in Pete’s garden. One of\n                  them says:\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If Pete is partying, he has won the match.",18006,43,,AI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,4,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,16
8184,"<i>Context:</i><br /> Students who belong to the top 10% of their\n                  class each year will be able to write a good doctoral\n                  thesis. Persons who are able to write a good doctoral\n                  thesis are eligible for an externally funded PhD\n                  position.\n                  <br /><br />\n\t\t\t\t  <i>Statement:</i><br /> If your fellow-student Stan belongs to\n                  the top 10% of his class each year, he will be eligible\n                  for an externally funded PhD position.",32789,43,,DI,Graduated High School,1565794708367,63,male,English,Highly unacceptable,Highly acceptable,5d11dd0790265e00019ba937,<strong>How acceptable is this statement in the given context?</strong>,7,Wed Aug 14 2019 15:45:42 GMT+0100 (British Summer Time),1565793942494,12.76455,experiment,17
